,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location
8554,2020-04-06 00:00:00,6.0,2.0,9.0,,4.0,1.0,15
8584,2020-04-06 00:05:00,7.0,9.0,10.0,,3.0,,15
8118,2020-04-06 00:20:00,0.0,5.0,4.0,,8.0,,15
9121,2020-04-06 00:25:00,6.0,4.0,0.0,,3.0,,15
8735,2020-04-06 00:25:00,9.0,0.0,5.0,,3.0,,15
8497,2020-04-06 00:50:00,9.0,7.0,1.0,,9.0,,15
9232,2020-04-06 00:55:00,10.0,5.0,10.0,,4.0,0.0,15
8063,2020-04-06 00:55:00,0.0,5.0,8.0,,10.0,,15
8324,2020-04-06 00:55:00,10.0,4.0,6.0,,3.0,,15
8424,2020-04-06 00:55:00,10.0,7.0,7.0,,0.0,,15
9025,2020-04-06 01:00:00,10.0,3.0,5.0,,0.0,,15
8869,2020-04-06 01:05:00,0.0,5.0,0.0,,2.0,,15
8725,2020-04-06 01:20:00,4.0,9.0,10.0,,6.0,1.0,15
8435,2020-04-06 01:40:00,6.0,9.0,3.0,,8.0,1.0,15
8709,2020-04-06 01:40:00,5.0,9.0,7.0,,4.0,,15
8619,2020-04-06 01:55:00,7.0,6.0,2.0,,1.0,,15
8377,2020-04-06 01:55:00,7.0,5.0,6.0,,6.0,,15
8901,2020-04-06 02:05:00,4.0,9.0,9.0,,10.0,,15
8698,2020-04-06 02:05:00,7.0,4.0,9.0,,8.0,,15
8078,2020-04-06 02:10:00,0.0,3.0,9.0,,9.0,,15
8268,2020-04-06 02:15:00,4.0,0.0,0.0,,10.0,,15
9043,2020-04-06 02:35:00,0.0,1.0,2.0,,3.0,,15
9237,2020-04-06 02:45:00,0.0,0.0,8.0,,7.0,,15
9189,2020-04-06 02:50:00,3.0,4.0,10.0,,8.0,,15
8609,2020-04-06 02:50:00,6.0,9.0,6.0,,7.0,,15
8236,2020-04-06 02:50:00,10.0,4.0,3.0,,10.0,,15
9280,2020-04-06 02:55:00,1.0,1.0,8.0,,4.0,,15
8137,2020-04-06 03:00:00,7.0,6.0,7.0,,4.0,1.0,15
8765,2020-04-06 03:10:00,4.0,4.0,0.0,,6.0,,15
8250,2020-04-06 03:15:00,3.0,6.0,0.0,,7.0,,15
9120,2020-04-06 03:20:00,1.0,5.0,5.0,,4.0,,15
