,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location
3470,2020-04-06 00:05:00,10.0,3.0,8.0,4.0,1.0,,6
3627,2020-04-06 00:10:00,1.0,9.0,0.0,9.0,8.0,1.0,6
3741,2020-04-06 00:10:00,0.0,7.0,0.0,3.0,10.0,,6
3125,2020-04-06 00:10:00,1.0,5.0,4.0,8.0,9.0,,6
3268,2020-04-06 00:15:00,8.0,3.0,1.0,7.0,10.0,,6
4183,2020-04-06 00:20:00,10.0,3.0,10.0,9.0,0.0,,6
3356,2020-04-06 00:25:00,1.0,5.0,4.0,1.0,8.0,,6
4111,2020-04-06 00:40:00,10.0,3.0,5.0,2.0,9.0,,6
3621,2020-04-06 00:40:00,10.0,7.0,0.0,8.0,5.0,0.0,6
4009,2020-04-06 00:45:00,10.0,4.0,8.0,1.0,0.0,,6
4092,2020-04-06 00:55:00,7.0,5.0,5.0,7.0,3.0,1.0,6
3406,2020-04-06 01:00:00,10.0,10.0,10.0,7.0,2.0,,6
3282,2020-04-06 01:00:00,1.0,6.0,4.0,0.0,10.0,,6
3234,2020-04-06 01:05:00,7.0,2.0,3.0,6.0,10.0,,6
3629,2020-04-06 01:10:00,9.0,1.0,8.0,10.0,7.0,0.0,6
3689,2020-04-06 01:10:00,5.0,9.0,2.0,4.0,2.0,,6
4100,2020-04-06 01:15:00,5.0,8.0,7.0,2.0,0.0,,6
3193,2020-04-06 01:15:00,6.0,0.0,2.0,8.0,2.0,,6
3030,2020-04-06 01:15:00,2.0,6.0,4.0,6.0,7.0,,6
3484,2020-04-06 01:30:00,2.0,1.0,2.0,8.0,7.0,0.0,6
3967,2020-04-06 01:35:00,6.0,3.0,10.0,7.0,2.0,,6
3599,2020-04-06 02:10:00,3.0,4.0,0.0,2.0,10.0,,6
3562,2020-04-06 02:15:00,8.0,5.0,3.0,9.0,4.0,,6
4090,2020-04-06 02:15:00,10.0,9.0,10.0,4.0,3.0,,6
4157,2020-04-06 02:20:00,8.0,5.0,5.0,2.0,10.0,,6
3769,2020-04-06 02:20:00,7.0,10.0,10.0,4.0,10.0,,6
3084,2020-04-06 02:35:00,2.0,7.0,2.0,5.0,9.0,,6
3618,2020-04-06 02:35:00,0.0,1.0,3.0,2.0,8.0,,6
3087,2020-04-06 02:40:00,8.0,5.0,2.0,10.0,7.0,1.0,6
4080,2020-04-06 02:45:00,7.0,10.0,0.0,0.0,10.0,0.0,6
3758,2020-04-06 02:50:00,3.0,3.0,3.0,1.0,10.0,,6
3347,2020-04-06 02:50:00,9.0,9.0,7.0,10.0,4.0,,6
3880,2020-04-06 02:55:00,6.0,3.0,9.0,1.0,10.0,,6
3964,2020-04-06 03:00:00,9.0,3.0,2.0,4.0,2.0,,6
4006,2020-04-06 03:05:00,5.0,10.0,7.0,4.0,10.0,,6
4114,2020-04-06 03:05:00,8.0,9.0,9.0,10.0,9.0,,6
3334,2020-04-06 03:10:00,5.0,2.0,6.0,7.0,4.0,,6
4065,2020-04-06 03:10:00,10.0,2.0,2.0,8.0,3.0,,6
3752,2020-04-06 03:15:00,5.0,9.0,10.0,2.0,10.0,,6
4097,2020-04-06 03:20:00,7.0,0.0,0.0,10.0,9.0,0.0,6
4019,2020-04-06 03:25:00,8.0,8.0,3.0,2.0,2.0,1.0,6
3738,2020-04-06 03:25:00,9.0,3.0,10.0,8.0,9.0,,6
3554,2020-04-06 03:30:00,4.0,8.0,6.0,2.0,2.0,,6
3363,2020-04-06 03:40:00,10.0,8.0,1.0,5.0,10.0,,6
3570,2020-04-06 03:50:00,4.0,6.0,6.0,5.0,6.0,,6
3779,2020-04-06 03:50:00,8.0,2.0,2.0,5.0,10.0,,6
3069,2020-04-06 03:55:00,10.0,0.0,7.0,3.0,0.0,,6
