,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location
10494,2020-04-06 00:05:00,4.0,3.0,8.0,,10.0,,19
10538,2020-04-06 00:10:00,8.0,10.0,1.0,,3.0,1.0,19
10567,2020-04-06 00:30:00,9.0,10.0,6.0,,0.0,1.0,19
10439,2020-04-06 00:40:00,4.0,5.0,7.0,,3.0,1.0,19
10818,2020-04-06 00:50:00,9.0,0.0,9.0,,9.0,1.0,19
10767,2020-04-06 00:55:00,6.0,2.0,2.0,0.0,1.0,,19
10557,2020-04-06 01:30:00,8.0,7.0,1.0,,2.0,,19
10519,2020-04-06 01:50:00,8.0,7.0,3.0,,8.0,,19
10887,2020-04-06 02:00:00,10.0,2.0,9.0,,1.0,,19
10492,2020-04-06 02:25:00,9.0,6.0,9.0,,0.0,,19
10536,2020-04-06 02:30:00,5.0,6.0,2.0,,10.0,,19
10555,2020-04-06 02:35:00,8.0,10.0,6.0,,1.0,,19
10549,2020-04-06 02:45:00,7.0,4.0,2.0,,8.0,,19
10796,2020-04-06 03:00:00,2.0,10.0,10.0,,7.0,,19
10605,2020-04-06 03:40:00,0.0,4.0,1.0,,1.0,,19
10548,2020-04-06 04:00:00,5.0,10.0,8.0,,6.0,,19
10592,2020-04-06 04:20:00,0.0,0.0,5.0,,7.0,,19
10633,2020-04-06 04:40:00,2.0,4.0,4.0,,5.0,,19
10650,2020-04-06 05:00:00,1.0,4.0,4.0,,5.0,,19
10754,2020-04-06 05:35:00,4.0,4.0,6.0,,10.0,,19
10584,2020-04-06 06:00:00,4.0,0.0,1.0,,8.0,,19
10594,2020-04-06 06:00:00,9.0,7.0,3.0,,5.0,,19
10742,2020-04-06 06:10:00,7.0,10.0,7.0,,10.0,0.0,19
10591,2020-04-06 06:15:00,6.0,3.0,10.0,,5.0,,19
10583,2020-04-06 06:55:00,10.0,1.0,9.0,,3.0,0.0,19
10573,2020-04-06 07:10:00,4.0,4.0,9.0,,6.0,,19
10812,2020-04-06 07:10:00,4.0,3.0,6.0,,10.0,,19
