,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location
9731,2020-04-06 00:20:00,7.0,5.0,4.0,3.0,9.0,,16
9662,2020-04-06 01:10:00,10.0,2.0,9.0,10.0,6.0,,16
9681,2020-04-06 01:10:00,10.0,6.0,1.0,6.0,8.0,,16
9664,2020-04-06 02:40:00,10.0,10.0,10.0,0.0,9.0,,16
9350,2020-04-06 02:55:00,10.0,0.0,3.0,10.0,10.0,,16
9732,2020-04-06 03:35:00,10.0,8.0,1.0,10.0,9.0,,16
9467,2020-04-06 03:40:00,4.0,2.0,2.0,3.0,2.0,1.0,16
9712,2020-04-06 04:10:00,4.0,5.0,7.0,3.0,8.0,,16
9437,2020-04-06 05:10:00,9.0,6.0,4.0,4.0,5.0,,16
9678,2020-04-06 05:15:00,8.0,10.0,6.0,4.0,8.0,1.0,16
9516,2020-04-06 05:40:00,7.0,4.0,10.0,8.0,10.0,,16
9337,2020-04-06 05:40:00,0.0,7.0,10.0,6.0,1.0,,16
9542,2020-04-06 05:55:00,0.0,10.0,3.0,10.0,0.0,,16
9605,2020-04-06 06:05:00,9.0,9.0,5.0,10.0,4.0,,16
9397,2020-04-06 06:10:00,5.0,0.0,1.0,10.0,3.0,,16
9368,2020-04-06 06:20:00,6.0,3.0,3.0,7.0,8.0,,16
9723,2020-04-06 06:25:00,0.0,0.0,7.0,7.0,10.0,,16
9643,2020-04-06 06:30:00,10.0,0.0,3.0,9.0,0.0,,16
9362,2020-04-06 06:45:00,7.0,2.0,3.0,4.0,4.0,,16
9558,2020-04-06 07:20:00,3.0,4.0,10.0,9.0,0.0,,16
9390,2020-04-06 07:35:00,8.0,10.0,1.0,1.0,10.0,,16
9771,2020-04-06 07:45:00,0.0,10.0,1.0,2.0,10.0,,16
9607,2020-04-06 07:55:00,2.0,6.0,7.0,6.0,8.0,,16
9740,2020-04-06 08:15:00,10.0,6.0,1.0,10.0,2.0,,16
9783,2020-04-06 08:25:00,1.0,0.0,10.0,10.0,4.0,,16
9651,2020-04-06 09:35:00,0.0,5.0,0.0,9.0,10.0,,16
9399,2020-04-06 09:40:00,0.0,6.0,2.0,6.0,2.0,,16
9391,2020-04-06 10:00:00,5.0,2.0,1.0,5.0,8.0,,16
9687,2020-04-06 10:05:00,8.0,6.0,1.0,0.0,5.0,,16
9591,2020-04-06 10:15:00,4.0,0.0,7.0,5.0,4.0,,16
9309,2020-04-06 10:20:00,8.0,8.0,2.0,8.0,10.0,,16
9570,2020-04-06 10:20:00,2.0,10.0,9.0,2.0,10.0,,16
9631,2020-04-06 10:25:00,6.0,1.0,2.0,9.0,0.0,,16
9308,2020-04-06 10:25:00,10.0,0.0,1.0,7.0,5.0,,16
9340,2020-04-06 10:30:00,4.0,2.0,5.0,2.0,4.0,,16
9679,2020-04-06 10:45:00,8.0,0.0,10.0,5.0,4.0,,16
9719,2020-04-06 11:00:00,7.0,1.0,4.0,7.0,2.0,,16
9355,2020-04-06 11:15:00,7.0,10.0,4.0,7.0,3.0,,16
9417,2020-04-06 11:25:00,8.0,3.0,1.0,5.0,9.0,1.0,16
9450,2020-04-06 11:45:00,0.0,1.0,5.0,9.0,3.0,,16
9661,2020-04-06 11:55:00,0.0,10.0,6.0,0.0,0.0,,16
9655,2020-04-06 12:25:00,0.0,4.0,2.0,3.0,4.0,,16
9560,2020-04-06 12:30:00,9.0,5.0,5.0,9.0,0.0,,16
9571,2020-04-06 13:00:00,8.0,10.0,8.0,2.0,0.0,,16
9348,2020-04-06 13:00:00,0.0,4.0,10.0,1.0,3.0,,16
9773,2020-04-06 13:05:00,9.0,3.0,0.0,3.0,10.0,,16
9612,2020-04-06 13:20:00,10.0,2.0,9.0,10.0,5.0,,16
9606,2020-04-06 13:25:00,3.0,1.0,3.0,10.0,1.0,,16
9521,2020-04-06 14:00:00,8.0,5.0,8.0,3.0,7.0,,16
9627,2020-04-06 14:05:00,9.0,1.0,3.0,2.0,0.0,0.0,16
9674,2020-04-06 14:15:00,8.0,2.0,0.0,9.0,7.0,0.0,16
9757,2020-04-06 14:15:00,10.0,0.0,7.0,2.0,2.0,,16
9402,2020-04-06 14:25:00,6.0,1.0,0.0,4.0,8.0,,16
11443,2020-04-06 14:40:00,0.0,0.0,2.0,1.0,0.0,1.0,16
9707,2020-04-06 14:55:00,2.0,2.0,10.0,10.0,3.0,,16
11449,2020-04-06 15:00:00,0.0,0.0,1.0,0.0,-0.0,1.0,16
11441,2020-04-06 15:00:00,0.0,0.0,1.0,0.0,0.0,2.0,16
11442,2020-04-06 15:05:00,0.0,0.0,1.0,1.0,0.0,0.0,16
9520,2020-04-06 15:10:00,5.0,7.0,7.0,4.0,3.0,,16
9565,2020-04-06 15:15:00,8.0,5.0,7.0,10.0,3.0,0.0,16
11447,2020-04-06 15:20:00,-0.0,0.0,-0.0,1.0,0.0,0.0,16
11450,2020-04-06 15:40:00,-0.0,0.0,1.0,2.0,0.0,0.0,16
11451,2020-04-06 15:50:00,0.0,0.0,2.0,2.0,1.0,-0.0,16
11452,2020-04-06 16:00:00,1.0,0.0,1.0,-0.0,0.0,1.0,16
