,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location
99,2020-04-06 00:35:00,2.0,10.0,3.0,5.0,5.0,,1
309,2020-04-06 01:20:00,10.0,7.0,6.0,7.0,3.0,,1
166,2020-04-06 01:25:00,5.0,0.0,6.0,3.0,6.0,1.0,1
283,2020-04-06 01:35:00,9.0,10.0,2.0,4.0,0.0,,1
262,2020-04-06 02:00:00,6.0,1.0,0.0,10.0,10.0,,1
173,2020-04-06 02:15:00,9.0,9.0,1.0,6.0,2.0,,1
34,2020-04-06 02:15:00,3.0,9.0,8.0,9.0,9.0,,1
126,2020-04-06 02:20:00,3.0,0.0,10.0,10.0,6.0,,1
16,2020-04-06 02:25:00,0.0,8.0,2.0,8.0,10.0,,1
97,2020-04-06 02:25:00,8.0,10.0,5.0,7.0,4.0,,1
214,2020-04-06 02:30:00,5.0,0.0,4.0,4.0,10.0,,1
204,2020-04-06 03:00:00,10.0,2.0,0.0,10.0,10.0,,1
233,2020-04-06 03:05:00,4.0,9.0,8.0,8.0,7.0,,1
179,2020-04-06 03:50:00,2.0,0.0,10.0,3.0,4.0,,1
351,2020-04-06 04:15:00,3.0,8.0,3.0,3.0,6.0,,1
75,2020-04-06 04:40:00,10.0,3.0,7.0,8.0,2.0,,1
343,2020-04-06 05:20:00,10.0,10.0,0.0,7.0,5.0,0.0,1
307,2020-04-06 06:25:00,10.0,4.0,0.0,4.0,10.0,1.0,1
171,2020-04-06 06:30:00,10.0,10.0,0.0,10.0,2.0,0.0,1
322,2020-04-06 06:40:00,5.0,1.0,9.0,0.0,1.0,,1
332,2020-04-06 06:50:00,5.0,3.0,2.0,1.0,8.0,,1
198,2020-04-06 07:00:00,3.0,7.0,8.0,10.0,5.0,,1
43,2020-04-06 07:15:00,5.0,4.0,8.0,2.0,2.0,,1
268,2020-04-06 07:40:00,5.0,3.0,2.0,6.0,10.0,,1
82,2020-04-06 07:40:00,3.0,2.0,1.0,4.0,10.0,,1
205,2020-04-06 08:05:00,6.0,4.0,7.0,10.0,0.0,,1
159,2020-04-06 08:20:00,4.0,10.0,10.0,9.0,10.0,,1
14,2020-04-06 08:30:00,0.0,5.0,10.0,5.0,7.0,,1
345,2020-04-06 09:15:00,6.0,1.0,6.0,10.0,10.0,,1
312,2020-04-06 09:35:00,10.0,4.0,10.0,5.0,6.0,,1
303,2020-04-06 09:45:00,6.0,4.0,7.0,1.0,10.0,,1
255,2020-04-06 10:00:00,0.0,0.0,4.0,1.0,3.0,,1
15,2020-04-06 10:25:00,9.0,2.0,2.0,9.0,10.0,,1
313,2020-04-06 10:45:00,2.0,9.0,9.0,6.0,0.0,,1
87,2020-04-06 11:15:00,1.0,4.0,4.0,8.0,8.0,0.0,1
69,2020-04-06 11:30:00,10.0,9.0,7.0,1.0,6.0,1.0,1
67,2020-04-06 11:40:00,10.0,10.0,7.0,9.0,10.0,,1
296,2020-04-06 11:45:00,4.0,7.0,10.0,0.0,0.0,,1
146,2020-04-06 12:00:00,2.0,7.0,7.0,4.0,9.0,,1
261,2020-04-06 12:00:00,7.0,0.0,9.0,10.0,0.0,,1
53,2020-04-06 12:15:00,3.0,1.0,0.0,7.0,9.0,,1
61,2020-04-06 13:15:00,9.0,2.0,4.0,8.0,9.0,,1
241,2020-04-06 14:05:00,9.0,1.0,1.0,7.0,1.0,,1
24,2020-04-06 14:10:00,8.0,10.0,8.0,7.0,0.0,,1
79,2020-04-06 14:15:00,9.0,3.0,5.0,9.0,5.0,1.0,1
77,2020-04-06 14:25:00,10.0,7.0,0.0,0.0,5.0,,1
10902,2020-04-06 14:35:00,0.0,0.0,0.0,0.0,0.0,0.0,1
10906,2020-04-06 14:45:00,-0.0,1.0,0.0,-0.0,2.0,0.0,1
10905,2020-04-06 14:50:00,0.0,-0.0,0.0,1.0,0.0,1.0,1
154,2020-04-06 14:50:00,2.0,1.0,8.0,6.0,0.0,,1
10904,2020-04-06 15:10:00,0.0,1.0,0.0,1.0,0.0,0.0,1
47,2020-04-06 15:30:00,4.0,2.0,8.0,10.0,5.0,,1
357,2020-04-06 15:30:00,8.0,10.0,10.0,4.0,0.0,,1
10903,2020-04-06 15:40:00,1.0,0.0,0.0,0.0,0.0,-0.0,1
321,2020-04-06 15:45:00,4.0,0.0,8.0,2.0,5.0,,1
243,2020-04-06 15:50:00,5.0,5.0,5.0,1.0,7.0,,1
92,2020-04-06 15:50:00,8.0,6.0,6.0,4.0,9.0,,1
306,2020-04-06 15:55:00,0.0,2.0,8.0,3.0,1.0,,1
11527,2020-04-06 16:00:00,0.0,-0.0,-0.0,1.0,0.0,0.0,1
11515,2020-04-06 16:00:00,1.0,-0.0,-0.0,0.0,0.0,1.0,1
11507,2020-04-06 16:05:00,-0.0,0.0,-0.0,0.0,0.0,-0.0,1
11516,2020-04-06 16:10:00,0.0,1.0,0.0,0.0,1.0,0.0,1
11518,2020-04-06 16:15:00,0.0,1.0,0.0,0.0,-0.0,1.0,1
132,2020-04-06 16:15:00,3.0,10.0,10.0,0.0,6.0,,1
11526,2020-04-06 16:15:00,0.0,1.0,2.0,0.0,-0.0,-0.0,1
11525,2020-04-06 16:20:00,0.0,0.0,0.0,0.0,0.0,-0.0,1
291,2020-04-06 16:25:00,5.0,1.0,10.0,10.0,0.0,,1
11512,2020-04-06 16:25:00,0.0,-0.0,1.0,1.0,0.0,0.0,1
11510,2020-04-06 16:30:00,2.0,0.0,0.0,1.0,0.0,-0.0,1
63,2020-04-06 16:35:00,5.0,2.0,8.0,8.0,8.0,0.0,1
11528,2020-04-06 16:40:00,0.0,0.0,0.0,0.0,-0.0,-0.0,1
11520,2020-04-06 16:40:00,1.0,0.0,0.0,-0.0,1.0,0.0,1
