,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location
6305,2020-04-06 00:35:00,8.0,9.0,1.0,6.0,7.0,,9
6102,2020-04-06 00:45:00,4.0,4.0,8.0,2.0,5.0,,9
6136,2020-04-06 00:50:00,7.0,0.0,9.0,3.0,9.0,,9
5906,2020-04-06 01:00:00,10.0,4.0,4.0,1.0,1.0,,9
5474,2020-04-06 01:00:00,7.0,10.0,4.0,8.0,7.0,,9
5800,2020-04-06 01:05:00,7.0,9.0,10.0,0.0,1.0,,9
5559,2020-04-06 01:10:00,1.0,6.0,4.0,10.0,6.0,,9
5775,2020-04-06 01:15:00,8.0,9.0,1.0,3.0,1.0,,9
5751,2020-04-06 01:20:00,0.0,7.0,2.0,2.0,4.0,,9
5730,2020-04-06 01:25:00,6.0,2.0,7.0,3.0,8.0,,9
5641,2020-04-06 01:50:00,4.0,1.0,6.0,7.0,10.0,,9
6106,2020-04-06 01:55:00,1.0,0.0,3.0,4.0,1.0,,9
6215,2020-04-06 01:55:00,0.0,9.0,10.0,5.0,10.0,,9
5591,2020-04-06 01:55:00,10.0,7.0,8.0,3.0,10.0,,9
5403,2020-04-06 01:55:00,10.0,2.0,1.0,9.0,9.0,,9
6054,2020-04-06 02:05:00,9.0,10.0,5.0,10.0,1.0,,9
5686,2020-04-06 02:20:00,10.0,10.0,0.0,2.0,10.0,,9
5902,2020-04-06 02:30:00,10.0,1.0,4.0,3.0,8.0,,9
6202,2020-04-06 02:35:00,10.0,8.0,4.0,5.0,0.0,,9
5431,2020-04-06 02:35:00,0.0,8.0,10.0,10.0,9.0,,9
5960,2020-04-06 02:40:00,10.0,10.0,5.0,1.0,8.0,,9
5771,2020-04-06 02:50:00,5.0,8.0,9.0,8.0,10.0,,9
6366,2020-04-06 02:50:00,3.0,6.0,10.0,5.0,4.0,,9
6272,2020-04-06 02:55:00,10.0,4.0,0.0,3.0,3.0,,9
6342,2020-04-06 02:55:00,4.0,10.0,7.0,0.0,9.0,,9
6225,2020-04-06 03:05:00,0.0,9.0,8.0,6.0,10.0,,9
5564,2020-04-06 03:15:00,10.0,10.0,10.0,2.0,6.0,,9
5968,2020-04-06 03:35:00,9.0,1.0,0.0,8.0,9.0,,9
5388,2020-04-06 03:35:00,4.0,8.0,7.0,10.0,9.0,,9
5459,2020-04-06 03:40:00,1.0,10.0,5.0,9.0,7.0,,9
6418,2020-04-06 03:45:00,10.0,0.0,0.0,4.0,7.0,,9
6254,2020-04-06 04:05:00,4.0,5.0,3.0,6.0,3.0,,9
5428,2020-04-06 04:10:00,10.0,10.0,0.0,0.0,8.0,,9
6345,2020-04-06 04:15:00,10.0,7.0,3.0,10.0,4.0,,9
5668,2020-04-06 04:20:00,10.0,9.0,8.0,10.0,1.0,0.0,9
5688,2020-04-06 04:30:00,10.0,8.0,10.0,2.0,1.0,,9
5977,2020-04-06 04:30:00,6.0,4.0,4.0,3.0,10.0,0.0,9
5704,2020-04-06 04:55:00,5.0,7.0,4.0,10.0,3.0,,9
5821,2020-04-06 04:55:00,10.0,3.0,3.0,7.0,8.0,,9
6260,2020-04-06 05:25:00,5.0,10.0,0.0,5.0,1.0,,9
5806,2020-04-06 05:25:00,9.0,6.0,1.0,1.0,7.0,,9
6172,2020-04-06 05:35:00,2.0,3.0,3.0,0.0,7.0,,9
5632,2020-04-06 05:40:00,9.0,7.0,10.0,10.0,9.0,,9
5869,2020-04-06 05:45:00,7.0,6.0,4.0,2.0,10.0,,9
5622,2020-04-06 05:45:00,7.0,10.0,7.0,1.0,10.0,,9
5471,2020-04-06 05:45:00,10.0,8.0,7.0,9.0,8.0,,9
5747,2020-04-06 05:55:00,9.0,9.0,4.0,2.0,6.0,,9
5455,2020-04-06 06:05:00,10.0,10.0,6.0,3.0,3.0,,9
6065,2020-04-06 06:10:00,0.0,9.0,7.0,1.0,4.0,,9
5401,2020-04-06 06:15:00,9.0,1.0,6.0,2.0,9.0,,9
5990,2020-04-06 06:25:00,6.0,0.0,10.0,0.0,10.0,,9
5779,2020-04-06 06:40:00,3.0,9.0,7.0,10.0,0.0,,9
6321,2020-04-06 06:45:00,0.0,7.0,10.0,9.0,9.0,,9
6405,2020-04-06 06:55:00,0.0,10.0,8.0,1.0,4.0,1.0,9
5750,2020-04-06 06:55:00,0.0,1.0,10.0,1.0,7.0,,9
5602,2020-04-06 07:00:00,7.0,0.0,9.0,1.0,4.0,,9
5461,2020-04-06 07:00:00,9.0,3.0,6.0,1.0,2.0,,9
6369,2020-04-06 07:00:00,0.0,8.0,8.0,1.0,5.0,,9
5443,2020-04-06 07:05:00,9.0,10.0,10.0,3.0,5.0,,9
5705,2020-04-06 07:10:00,10.0,4.0,10.0,4.0,8.0,,9
5780,2020-04-06 07:10:00,3.0,6.0,1.0,10.0,4.0,,9
6290,2020-04-06 07:15:00,10.0,0.0,6.0,10.0,9.0,1.0,9
5580,2020-04-06 07:20:00,3.0,10.0,4.0,10.0,10.0,0.0,9
6191,2020-04-06 07:25:00,9.0,8.0,9.0,0.0,4.0,,9
5583,2020-04-06 07:30:00,2.0,8.0,7.0,8.0,4.0,0.0,9
5787,2020-04-06 07:35:00,6.0,0.0,5.0,1.0,5.0,,9
6117,2020-04-06 07:35:00,5.0,9.0,10.0,5.0,10.0,0.0,9
5398,2020-04-06 07:55:00,3.0,0.0,1.0,10.0,9.0,0.0,9
5974,2020-04-06 08:05:00,5.0,10.0,3.0,10.0,3.0,,9
6200,2020-04-06 08:15:00,2.0,5.0,5.0,1.0,2.0,,9
5418,2020-04-06 08:20:00,6.0,7.0,10.0,0.0,7.0,,9
5725,2020-04-06 08:25:00,8.0,2.0,5.0,4.0,4.0,,9
5394,2020-04-06 08:35:00,8.0,10.0,0.0,4.0,4.0,0.0,9
6004,2020-04-06 08:40:00,4.0,0.0,5.0,0.0,1.0,,9
6144,2020-04-06 08:40:00,8.0,7.0,10.0,2.0,0.0,,9
6293,2020-04-06 08:50:00,4.0,6.0,10.0,10.0,4.0,0.0,9
6063,2020-04-06 08:50:00,8.0,2.0,4.0,8.0,4.0,0.0,9
6166,2020-04-06 08:50:00,2.0,7.0,10.0,7.0,6.0,,9
5711,2020-04-06 08:55:00,0.0,10.0,2.0,10.0,4.0,,9
6015,2020-04-06 09:05:00,0.0,9.0,2.0,7.0,6.0,1.0,9
5868,2020-04-06 09:05:00,4.0,5.0,8.0,7.0,5.0,,9
5513,2020-04-06 09:10:00,9.0,8.0,1.0,6.0,7.0,,9
6263,2020-04-06 09:15:00,10.0,7.0,5.0,2.0,3.0,,9
5759,2020-04-06 09:20:00,8.0,10.0,4.0,10.0,0.0,,9
6377,2020-04-06 09:30:00,9.0,1.0,3.0,9.0,4.0,,9
5631,2020-04-06 09:30:00,9.0,3.0,3.0,4.0,2.0,1.0,9
5741,2020-04-06 09:30:00,5.0,2.0,5.0,10.0,9.0,,9
5672,2020-04-06 09:35:00,7.0,6.0,4.0,6.0,3.0,,9
5846,2020-04-06 09:35:00,0.0,9.0,1.0,6.0,5.0,,9
5935,2020-04-06 09:45:00,10.0,10.0,1.0,4.0,6.0,,9
5597,2020-04-06 09:50:00,10.0,1.0,9.0,1.0,3.0,,9
6230,2020-04-06 10:00:00,4.0,5.0,2.0,10.0,0.0,,9
5537,2020-04-06 10:00:00,4.0,0.0,10.0,7.0,7.0,,9
6050,2020-04-06 10:05:00,0.0,0.0,10.0,9.0,2.0,,9
6253,2020-04-06 10:20:00,7.0,4.0,9.0,6.0,5.0,,9
6392,2020-04-06 10:20:00,3.0,0.0,8.0,5.0,5.0,,9
6130,2020-04-06 10:25:00,10.0,8.0,1.0,1.0,4.0,,9
5434,2020-04-06 10:30:00,7.0,4.0,6.0,5.0,1.0,,9
5827,2020-04-06 10:30:00,8.0,4.0,5.0,1.0,2.0,,9
5843,2020-04-06 10:40:00,8.0,4.0,7.0,2.0,7.0,,9
6318,2020-04-06 10:50:00,10.0,6.0,6.0,2.0,4.0,,9
5547,2020-04-06 11:10:00,9.0,5.0,8.0,10.0,6.0,0.0,9
5755,2020-04-06 11:15:00,10.0,6.0,8.0,9.0,4.0,,9
6277,2020-04-06 11:15:00,3.0,2.0,2.0,8.0,5.0,,9
6006,2020-04-06 11:25:00,3.0,1.0,7.0,10.0,10.0,,9
5497,2020-04-06 11:40:00,10.0,7.0,5.0,10.0,0.0,,9
5985,2020-04-06 11:45:00,1.0,8.0,6.0,0.0,3.0,,9
5958,2020-04-06 12:05:00,7.0,4.0,6.0,7.0,9.0,,9
5978,2020-04-06 12:20:00,2.0,7.0,2.0,2.0,7.0,,9
5415,2020-04-06 12:25:00,10.0,1.0,2.0,10.0,6.0,,9
5865,2020-04-06 12:30:00,10.0,2.0,2.0,10.0,1.0,,9
5555,2020-04-06 12:30:00,4.0,7.0,2.0,1.0,7.0,0.0,9
5420,2020-04-06 12:35:00,6.0,10.0,1.0,10.0,8.0,,9
5690,2020-04-06 13:10:00,4.0,10.0,3.0,7.0,4.0,,9
5997,2020-04-06 13:20:00,10.0,6.0,8.0,1.0,4.0,,9
6397,2020-04-06 13:20:00,4.0,2.0,2.0,9.0,6.0,0.0,9
5422,2020-04-06 13:25:00,5.0,5.0,8.0,10.0,7.0,,9
5772,2020-04-06 13:45:00,3.0,0.0,10.0,7.0,2.0,,9
6287,2020-04-06 13:45:00,2.0,10.0,9.0,1.0,4.0,,9
5899,2020-04-06 13:45:00,10.0,5.0,3.0,2.0,6.0,,9
6143,2020-04-06 14:00:00,3.0,1.0,2.0,2.0,8.0,,9
6027,2020-04-06 14:10:00,2.0,5.0,10.0,3.0,10.0,0.0,9
5615,2020-04-06 14:10:00,2.0,1.0,2.0,4.0,1.0,,9
5639,2020-04-06 14:20:00,7.0,3.0,10.0,7.0,10.0,,9
6148,2020-04-06 14:20:00,3.0,4.0,2.0,10.0,7.0,,9
6026,2020-04-06 14:20:00,0.0,7.0,4.0,1.0,5.0,,9
5530,2020-04-06 14:30:00,2.0,8.0,1.0,4.0,4.0,1.0,9
11239,2020-04-06 14:35:00,1.0,0.0,2.0,-0.0,2.0,0.0,9
