,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location
1730,2020-04-06 00:00:00,6.0,3.0,10.0,10.0,9.0,,3
2221,2020-04-06 00:10:00,5.0,9.0,10.0,7.0,0.0,1.0,3
1655,2020-04-06 00:15:00,4.0,7.0,5.0,0.0,9.0,,3
2227,2020-04-06 00:20:00,0.0,7.0,10.0,10.0,1.0,,3
1683,2020-04-06 00:25:00,3.0,3.0,5.0,4.0,4.0,,3
2129,2020-04-06 00:25:00,5.0,3.0,9.0,4.0,2.0,,3
1752,2020-04-06 00:35:00,5.0,9.0,7.0,4.0,2.0,,3
2164,2020-04-06 00:35:00,10.0,0.0,10.0,8.0,3.0,,3
1602,2020-04-06 00:40:00,10.0,2.0,10.0,6.0,1.0,,3
1796,2020-04-06 00:40:00,10.0,2.0,0.0,6.0,5.0,,3
2160,2020-04-06 00:50:00,0.0,4.0,3.0,10.0,3.0,,3
2134,2020-04-06 01:00:00,0.0,3.0,5.0,2.0,7.0,0.0,3
2184,2020-04-06 01:10:00,1.0,3.0,2.0,0.0,3.0,,3
1785,2020-04-06 01:10:00,0.0,8.0,8.0,10.0,8.0,,3
2238,2020-04-06 01:15:00,6.0,10.0,3.0,2.0,4.0,,3
2177,2020-04-06 01:20:00,6.0,4.0,8.0,9.0,10.0,,3
1764,2020-04-06 01:30:00,5.0,10.0,7.0,6.0,5.0,,3
1523,2020-04-06 01:40:00,0.0,3.0,0.0,10.0,8.0,,3
1742,2020-04-06 01:40:00,2.0,6.0,10.0,3.0,3.0,,3
1784,2020-04-06 01:45:00,3.0,0.0,10.0,6.0,6.0,,3
1702,2020-04-06 01:45:00,10.0,0.0,5.0,1.0,5.0,,3
2166,2020-04-06 01:50:00,9.0,5.0,10.0,4.0,9.0,,3
1648,2020-04-06 01:50:00,9.0,0.0,2.0,3.0,9.0,,3
1817,2020-04-06 02:10:00,10.0,0.0,2.0,0.0,6.0,,3
1609,2020-04-06 02:20:00,5.0,1.0,1.0,3.0,2.0,,3
1946,2020-04-06 02:20:00,2.0,6.0,6.0,10.0,1.0,0.0,3
1564,2020-04-06 02:25:00,4.0,10.0,10.0,5.0,3.0,,3
2214,2020-04-06 02:30:00,7.0,0.0,4.0,8.0,3.0,,3
2145,2020-04-06 02:40:00,10.0,3.0,4.0,10.0,8.0,0.0,3
2130,2020-04-06 03:00:00,4.0,10.0,3.0,2.0,2.0,,3
2241,2020-04-06 03:05:00,3.0,10.0,4.0,10.0,2.0,1.0,3
2327,2020-04-06 03:05:00,7.0,6.0,1.0,8.0,6.0,,3
1731,2020-04-06 03:35:00,10.0,0.0,5.0,0.0,10.0,,3
1753,2020-04-06 03:35:00,1.0,2.0,5.0,10.0,10.0,,3
1881,2020-04-06 03:45:00,2.0,7.0,0.0,2.0,1.0,,3
2058,2020-04-06 04:05:00,10.0,9.0,0.0,6.0,10.0,,3
2300,2020-04-06 05:20:00,4.0,7.0,10.0,4.0,6.0,,3
2233,2020-04-06 05:20:00,3.0,10.0,3.0,4.0,9.0,,3
1732,2020-04-06 05:30:00,0.0,3.0,10.0,9.0,3.0,,3
1842,2020-04-06 05:35:00,2.0,6.0,2.0,4.0,3.0,1.0,3
1653,2020-04-06 05:40:00,7.0,10.0,10.0,6.0,1.0,,3
1590,2020-04-06 05:40:00,0.0,10.0,1.0,2.0,9.0,,3
1997,2020-04-06 05:40:00,7.0,5.0,5.0,9.0,4.0,,3
1542,2020-04-06 05:45:00,1.0,10.0,10.0,10.0,6.0,,3
1918,2020-04-06 05:45:00,10.0,4.0,0.0,6.0,10.0,,3
2067,2020-04-06 06:00:00,8.0,0.0,7.0,4.0,10.0,,3
1783,2020-04-06 06:10:00,3.0,10.0,3.0,7.0,7.0,,3
2005,2020-04-06 06:10:00,9.0,5.0,3.0,3.0,3.0,,3
1874,2020-04-06 06:10:00,5.0,1.0,8.0,9.0,8.0,,3
1849,2020-04-06 06:10:00,3.0,8.0,9.0,5.0,1.0,,3
1879,2020-04-06 06:15:00,3.0,10.0,1.0,6.0,10.0,,3
1905,2020-04-06 06:25:00,7.0,10.0,4.0,6.0,6.0,,3
2131,2020-04-06 06:25:00,10.0,4.0,9.0,9.0,0.0,,3
1996,2020-04-06 06:30:00,2.0,8.0,10.0,0.0,9.0,,3
2291,2020-04-06 06:35:00,0.0,3.0,5.0,1.0,6.0,,3
1930,2020-04-06 06:40:00,10.0,4.0,6.0,0.0,10.0,,3
2340,2020-04-06 07:00:00,7.0,0.0,5.0,7.0,3.0,,3
1862,2020-04-06 07:10:00,6.0,9.0,7.0,9.0,7.0,,3
1979,2020-04-06 07:15:00,6.0,3.0,0.0,10.0,3.0,,3
1526,2020-04-06 07:15:00,7.0,8.0,10.0,0.0,0.0,,3
2016,2020-04-06 07:20:00,4.0,7.0,4.0,7.0,7.0,,3
1503,2020-04-06 07:20:00,8.0,10.0,9.0,9.0,5.0,,3
1911,2020-04-06 07:25:00,6.0,8.0,8.0,5.0,4.0,,3
1903,2020-04-06 07:25:00,6.0,1.0,6.0,10.0,2.0,,3
1828,2020-04-06 07:35:00,6.0,2.0,5.0,9.0,1.0,,3
1947,2020-04-06 07:50:00,7.0,3.0,10.0,6.0,2.0,1.0,3
2251,2020-04-06 08:00:00,8.0,10.0,10.0,10.0,10.0,,3
2139,2020-04-06 08:00:00,3.0,6.0,0.0,9.0,2.0,,3
2048,2020-04-06 08:00:00,6.0,6.0,10.0,10.0,4.0,,3
1804,2020-04-06 08:10:00,9.0,0.0,4.0,6.0,2.0,,3
1915,2020-04-06 08:10:00,3.0,0.0,10.0,7.0,3.0,,3
2042,2020-04-06 08:20:00,6.0,5.0,0.0,10.0,5.0,,3
1515,2020-04-06 08:20:00,5.0,8.0,10.0,10.0,8.0,,3
2253,2020-04-06 08:20:00,10.0,8.0,5.0,0.0,8.0,,3
1747,2020-04-06 08:20:00,5.0,4.0,7.0,10.0,1.0,,3
1929,2020-04-06 08:25:00,0.0,1.0,5.0,1.0,1.0,,3
1845,2020-04-06 08:25:00,7.0,10.0,8.0,3.0,3.0,0.0,3
2137,2020-04-06 08:25:00,4.0,4.0,0.0,3.0,0.0,,3
1860,2020-04-06 08:35:00,1.0,6.0,8.0,6.0,1.0,,3
2041,2020-04-06 08:40:00,0.0,5.0,8.0,8.0,10.0,,3
2146,2020-04-06 08:45:00,4.0,0.0,6.0,0.0,10.0,,3
1539,2020-04-06 09:05:00,9.0,10.0,1.0,8.0,3.0,,3
1834,2020-04-06 09:10:00,6.0,0.0,10.0,10.0,2.0,,3
1520,2020-04-06 09:15:00,0.0,4.0,0.0,0.0,4.0,,3
2180,2020-04-06 09:20:00,4.0,5.0,2.0,1.0,7.0,,3
2286,2020-04-06 09:25:00,6.0,6.0,1.0,8.0,1.0,,3
1970,2020-04-06 09:40:00,9.0,2.0,7.0,9.0,3.0,,3
1518,2020-04-06 09:50:00,2.0,10.0,10.0,5.0,0.0,,3
1867,2020-04-06 09:55:00,10.0,1.0,10.0,8.0,1.0,,3
1869,2020-04-06 10:00:00,4.0,5.0,9.0,0.0,7.0,,3
1781,2020-04-06 10:10:00,5.0,0.0,1.0,8.0,3.0,,3
2187,2020-04-06 10:30:00,3.0,7.0,0.0,0.0,8.0,,3
1561,2020-04-06 10:35:00,7.0,9.0,10.0,4.0,7.0,,3
1989,2020-04-06 10:45:00,10.0,3.0,9.0,9.0,5.0,0.0,3
1948,2020-04-06 11:05:00,2.0,8.0,6.0,2.0,10.0,,3
1824,2020-04-06 11:10:00,8.0,7.0,0.0,1.0,1.0,,3
1779,2020-04-06 11:15:00,6.0,1.0,7.0,6.0,5.0,,3
2026,2020-04-06 11:15:00,0.0,1.0,3.0,2.0,8.0,,3
2120,2020-04-06 11:30:00,0.0,9.0,1.0,10.0,8.0,,3
2126,2020-04-06 11:40:00,3.0,2.0,4.0,10.0,6.0,,3
1819,2020-04-06 11:45:00,5.0,10.0,5.0,0.0,10.0,,3
2266,2020-04-06 11:50:00,7.0,4.0,9.0,10.0,0.0,,3
2342,2020-04-06 11:55:00,4.0,6.0,6.0,7.0,8.0,,3
2247,2020-04-06 12:10:00,1.0,5.0,8.0,9.0,6.0,,3
1671,2020-04-06 12:25:00,10.0,2.0,3.0,9.0,8.0,,3
2138,2020-04-06 12:25:00,10.0,10.0,10.0,1.0,3.0,0.0,3
1858,2020-04-06 12:30:00,2.0,6.0,6.0,1.0,10.0,,3
2324,2020-04-06 12:35:00,6.0,9.0,10.0,3.0,1.0,,3
2109,2020-04-06 12:45:00,7.0,0.0,9.0,10.0,10.0,0.0,3
1955,2020-04-06 12:50:00,7.0,9.0,7.0,0.0,8.0,,3
1525,2020-04-06 12:55:00,0.0,9.0,10.0,1.0,6.0,,3
2073,2020-04-06 12:55:00,0.0,7.0,3.0,7.0,9.0,,3
2065,2020-04-06 13:00:00,0.0,8.0,0.0,6.0,7.0,,3
1798,2020-04-06 13:10:00,3.0,10.0,2.0,1.0,1.0,,3
