,time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location
7442,2020-04-06 00:05:00,10.0,1.0,4.0,,3.0,,13
7381,2020-04-06 01:10:00,7.0,3.0,9.0,,8.0,,13
7446,2020-04-06 01:15:00,8.0,9.0,4.0,,10.0,,13
7383,2020-04-06 01:15:00,2.0,8.0,10.0,,1.0,,13
7333,2020-04-06 02:15:00,9.0,7.0,10.0,,0.0,,13
7289,2020-04-06 06:30:00,6.0,6.0,7.0,,3.0,,13
7501,2020-04-06 07:05:00,5.0,2.0,1.0,,10.0,,13
7399,2020-04-06 07:45:00,10.0,4.0,10.0,,7.0,0.0,13
7492,2020-04-06 08:00:00,10.0,10.0,9.0,,4.0,,13
7467,2020-04-06 08:25:00,2.0,2.0,8.0,,2.0,,13
7438,2020-04-06 08:30:00,3.0,8.0,5.0,,3.0,1.0,13
7484,2020-04-06 08:35:00,2.0,1.0,10.0,,4.0,0.0,13
7324,2020-04-06 09:25:00,1.0,1.0,6.0,,5.0,,13
7331,2020-04-06 09:35:00,2.0,6.0,10.0,,10.0,,13
7354,2020-04-06 09:55:00,1.0,8.0,10.0,,2.0,,13
7300,2020-04-06 11:45:00,2.0,1.0,10.0,,10.0,,13
7458,2020-04-06 11:55:00,1.0,1.0,9.0,,10.0,0.0,13
7350,2020-04-06 13:10:00,8.0,4.0,10.0,,0.0,,13
7397,2020-04-06 13:55:00,10.0,4.0,5.0,,8.0,,13
11373,2020-04-06 14:35:00,0.0,1.0,3.0,,2.0,-0.0,13
11372,2020-04-06 14:35:00,0.0,1.0,4.0,,2.0,-0.0,13
11362,2020-04-06 14:40:00,1.0,0.0,3.0,,3.0,-0.0,13
11369,2020-04-06 14:50:00,0.0,0.0,4.0,,3.0,-0.0,13
7394,2020-04-06 14:55:00,2.0,9.0,9.0,,8.0,,13
11370,2020-04-06 14:55:00,-0.0,0.0,5.0,,1.0,0.0,13
11367,2020-04-06 15:00:00,0.0,0.0,3.0,,1.0,1.0,13
11375,2020-04-06 15:20:00,0.0,1.0,3.0,,2.0,0.0,13
11363,2020-04-06 15:25:00,0.0,0.0,5.0,,3.0,1.0,13
11376,2020-04-06 15:50:00,0.0,1.0,5.0,,2.0,-0.0,13
12998,2020-04-06 16:00:00,0.0,-0.0,5.0,,0.0,-0.0,13
13013,2020-04-06 16:00:00,1.0,1.0,4.0,,2.0,0.0,13
13006,2020-04-06 16:05:00,-0.0,-0.0,5.0,,2.0,1.0,13
13005,2020-04-06 16:05:00,1.0,1.0,4.0,,2.0,1.0,13
13015,2020-04-06 16:05:00,1.0,1.0,5.0,,3.0,0.0,13
12997,2020-04-06 16:05:00,0.0,1.0,5.0,,2.0,0.0,13
12991,2020-04-06 16:10:00,0.0,0.0,4.0,,2.0,0.0,13
13039,2020-04-06 16:10:00,1.0,0.0,4.0,,2.0,0.0,13
13046,2020-04-06 16:10:00,1.0,0.0,5.0,,3.0,-0.0,13
13014,2020-04-06 16:15:00,0.0,0.0,4.0,,1.0,0.0,13
11374,2020-04-06 16:15:00,1.0,1.0,3.0,,2.0,0.0,13
12987,2020-04-06 16:15:00,-0.0,1.0,4.0,,2.0,0.0,13
7329,2020-04-06 16:15:00,0.0,7.0,1.0,,10.0,,13
12996,2020-04-06 16:15:00,0.0,0.0,5.0,,3.0,-0.0,13
13027,2020-04-06 16:20:00,1.0,0.0,4.0,,2.0,0.0,13
12992,2020-04-06 16:20:00,1.0,0.0,4.0,,0.0,0.0,13
13042,2020-04-06 16:20:00,-0.0,0.0,4.0,,3.0,0.0,13
13044,2020-04-06 16:25:00,1.0,0.0,4.0,,1.0,0.0,13
13022,2020-04-06 16:25:00,-0.0,-0.0,4.0,,3.0,0.0,13
13000,2020-04-06 16:25:00,1.0,-0.0,3.0,,2.0,0.0,13
13009,2020-04-06 16:25:00,-0.0,1.0,4.0,,2.0,0.0,13
13024,2020-04-06 16:25:00,0.0,0.0,4.0,,3.0,1.0,13
13034,2020-04-06 16:30:00,-0.0,-0.0,4.0,,2.0,1.0,13
12988,2020-04-06 16:30:00,0.0,0.0,3.0,,3.0,0.0,13
13001,2020-04-06 16:30:00,-0.0,0.0,4.0,,2.0,0.0,13
12994,2020-04-06 16:30:00,-0.0,0.0,5.0,,2.0,-0.0,13
11365,2020-04-06 16:35:00,0.0,0.0,4.0,1.0,2.0,0.0,13
13037,2020-04-06 16:35:00,1.0,0.0,4.0,,2.0,0.0,13
12993,2020-04-06 16:35:00,1.0,1.0,3.0,,2.0,0.0,13
13040,2020-04-06 16:35:00,1.0,-0.0,2.0,,2.0,0.0,13
12995,2020-04-06 16:35:00,0.0,1.0,4.0,,2.0,-0.0,13
13028,2020-04-06 16:40:00,-0.0,0.0,6.0,,2.0,-0.0,13
13026,2020-04-06 16:40:00,-0.0,0.0,5.0,,2.0,-0.0,13
13043,2020-04-06 16:45:00,0.0,0.0,3.0,,2.0,1.0,13
11364,2020-04-06 16:45:00,1.0,0.0,3.0,,2.0,-0.0,13
13002,2020-04-06 16:45:00,0.0,0.0,4.0,,2.0,0.0,13
13038,2020-04-06 16:45:00,-0.0,-0.0,4.0,,1.0,0.0,13
12983,2020-04-06 16:45:00,-0.0,-0.0,6.0,,2.0,0.0,13
12981,2020-04-06 16:50:00,1.0,0.0,4.0,,2.0,0.0,13
13036,2020-04-06 16:50:00,1.0,0.0,5.0,,2.0,0.0,13
13025,2020-04-06 16:50:00,-0.0,0.0,5.0,,3.0,-0.0,13
13016,2020-04-06 16:50:00,0.0,0.0,4.0,,3.0,0.0,13
13047,2020-04-06 16:50:00,1.0,0.0,5.0,,2.0,1.0,13
12989,2020-04-06 16:55:00,-0.0,0.0,4.0,,3.0,1.0,13
13032,2020-04-06 17:00:00,-0.0,0.0,3.0,,2.0,0.0,13
